date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:27:41	181293/181293	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:41%20GMT	https://www.merlionit.com/blog?s=engenharia%20el%C3%A9trica	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blog66d1.html	(from https://www.merlionit.com/blog?s=engenharia%20el%c3%a9trica)
11:27:41	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1627306534	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.minff33.css	(from https://www.merlionit.com/blog?s=engenharia%20el%c3%a9trica)
11:27:41	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.57efe2a.delayed	(from https://www.merlionit.com/blog?s=engenharia%20el%c3%a9trica)
11:27:41	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.57f056b.delayed	(from https://www.merlionit.com/blog?s=engenharia%20el%c3%a9trica)
11:27:41	181293/181293	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:41%20GMT	https://www.merlionit.com/blog?s=tecnologia%20dom%C3%A9stica	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blog2225.html	(from https://www.merlionit.com/blog?s=tecnologia%20dom%c3%a9stica)
11:27:41	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1852415747	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.minb439.css	(from https://www.merlionit.com/blog?s=tecnologia%20dom%c3%a9stica)
11:27:42	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.582fe2a.delayed	(from https://www.merlionit.com/blog?s=tecnologia%20dom%c3%a9stica)
11:27:42	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.583056b.delayed	(from https://www.merlionit.com/blog?s=tecnologia%20dom%c3%a9stica)
11:27:42	181300/181300	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:42%20GMT	https://www.merlionit.com/blog?s=efici%C3%AAncia%20energ%C3%A9tica	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blogfb62.html	(from https://www.merlionit.com/blog?s=efici%c3%aancia%20energ%c3%a9tica)
11:27:42	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=472450672	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.minafbd.css	(from https://www.merlionit.com/blog?s=efici%c3%aancia%20energ%c3%a9tica)
11:27:42	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.586fe2a.delayed	(from https://www.merlionit.com/blog?s=efici%c3%aancia%20energ%c3%a9tica)
11:27:42	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.587056b.delayed	(from https://www.merlionit.com/blog?s=efici%c3%aancia%20energ%c3%a9tica)
11:27:42	181294/181294	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:43%20GMT	https://www.merlionit.com/blog?s=seguran%C3%A7a%20residencial	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blog70b2.html	(from https://www.merlionit.com/blog?s=seguran%c3%a7a%20residencial)
11:27:43	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.58afe2a.delayed	(from https://www.merlionit.com/blog?s=seguran%c3%a7a%20residencial)
11:27:43	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.58b056b.delayed	(from https://www.merlionit.com/blog?s=seguran%c3%a7a%20residencial)
11:27:43	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1742935592	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.minbb51.css	(from https://www.merlionit.com/blog?s=seguran%c3%a7a%20residencial)
11:27:43	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.58dfe2a.delayed	(from https://www.merlionit.com/blog?s=sistemas%20inteligentes)
11:27:43	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.58e056b.delayed	(from https://www.merlionit.com/blog?s=sistemas%20inteligentes)
11:27:43	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=200554827	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.minb0dd.css	(from https://www.merlionit.com/blog?s=sistemas%20inteligentes)
11:27:43	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.590fe2a.delayed	(from https://www.merlionit.com/blog?s=controle%20remoto)
11:27:43	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.591056b.delayed	(from https://www.merlionit.com/blog?s=controle%20remoto)
11:27:43	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1226192651	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.minfa8f.css	(from https://www.merlionit.com/blog?s=controle%20remoto)
11:27:44	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.593fe2a.delayed	(from https://www.merlionit.com/blog?s=casas%20inteligentes)
11:27:44	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.594056b.delayed	(from https://www.merlionit.com/blog?s=casas%20inteligentes)
11:27:44	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1943312779	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.min29e0.css	(from https://www.merlionit.com/blog?s=casas%20inteligentes)
11:27:44	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.596fe2a.delayed	(from https://www.merlionit.com/blog?s=conforto%20em%20casa)
11:27:44	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.597056b.delayed	(from https://www.merlionit.com/blog?s=conforto%20em%20casa)
11:27:44	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=2100186371	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.min6a07.css	(from https://www.merlionit.com/blog?s=conforto%20em%20casa)
11:27:44	185669/185669	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:45%20GMT	https://www.merlionit.com/blog?s=inova%C3%A7%C3%A3o%20tecnol%C3%B3gica	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blog342c.html	(from https://www.merlionit.com/blog?s=inova%c3%a7%c3%a3o%20tecnol%c3%b3gica)
11:27:44	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=984820492	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.min9dc5.css	(from https://www.merlionit.com/blog?s=inova%c3%a7%c3%a3o%20tecnol%c3%b3gica)
11:27:45	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.59afe2a.delayed	(from https://www.merlionit.com/blog?s=inova%c3%a7%c3%a3o%20tecnol%c3%b3gica)
11:27:45	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.59b056b.delayed	(from https://www.merlionit.com/blog?s=inova%c3%a7%c3%a3o%20tecnol%c3%b3gica)
11:27:45	181297/181297	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:45%20GMT	https://www.merlionit.com/blog?s=sistemas%20de%20seguran%C3%A7a	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blog7ce5.html	(from https://www.merlionit.com/blog?s=sistemas%20de%20seguran%c3%a7a)
11:27:45	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=566594421	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.min4cfe.css	(from https://www.merlionit.com/blog?s=sistemas%20de%20seguran%c3%a7a)
11:27:45	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.59efe2a.delayed	(from https://www.merlionit.com/blog?s=sistemas%20de%20seguran%c3%a7a)
11:27:45	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.59f056b.delayed	(from https://www.merlionit.com/blog?s=sistemas%20de%20seguran%c3%a7a)
11:27:46	181298/181298	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:46%20GMT	https://www.merlionit.com/blog?s=automa%C3%A7%C3%A3o%20de%20clima	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blog64e7.html	(from https://www.merlionit.com/blog?s=automa%c3%a7%c3%a3o%20de%20clima)
11:27:46	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5a2fe2a.delayed	(from https://www.merlionit.com/blog?s=automa%c3%a7%c3%a3o%20de%20clima)
11:27:46	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5a3056b.delayed	(from https://www.merlionit.com/blog?s=automa%c3%a7%c3%a3o%20de%20clima)
11:27:46	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1468860109	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.mineb74.css	(from https://www.merlionit.com/blog?s=automa%c3%a7%c3%a3o%20de%20clima)
11:27:46	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5a5fe2a.delayed	(from https://www.merlionit.com/blog?s=dispositivos%20conectados)
11:27:46	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5a6056b.delayed	(from https://www.merlionit.com/blog?s=dispositivos%20conectados)
11:27:46	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=560490275	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.minad0c.css	(from https://www.merlionit.com/blog?s=dispositivos%20conectados)
11:27:47	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5a8fe2a.delayed	(from https://www.merlionit.com/blog?s=internet%20das%20coisas)
11:27:47	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5a9056b.delayed	(from https://www.merlionit.com/blog?s=internet%20das%20coisas)
11:27:47	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1515026380	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.min8378.css	(from https://www.merlionit.com/blog?s=internet%20das%20coisas)
11:27:47	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5abfe2a.delayed	(from https://www.merlionit.com/blog?s=smart%20home)
11:27:47	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5ac056b.delayed	(from https://www.merlionit.com/blog?s=smart%20home)
11:27:47	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=55791876	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.min280c.css	(from https://www.merlionit.com/blog?s=smart%20home)
11:27:47	181302/181302	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:48%20GMT	https://www.merlionit.com/blog?s=desafios%20da%20automa%c3%a7%c3%a3o	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blogec31	(from https://www.merlionit.com/blog)
11:27:47	181296/181296	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:48%20GMT	https://www.merlionit.com/blog?s=sistemas%20de%20monitoramento.	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blog5069	(from https://www.merlionit.com/blog)
11:27:48	181299/181299	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:48%20GMT	https://www.merlionit.com/blog?s=regulariza%C3%A7%C3%A3o%20imobili%C3%A1ria	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blog0a5a.html	(from https://www.merlionit.com/blog?s=regulariza%c3%a7%c3%a3o%20imobili%c3%a1ria)
11:27:48	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5affe2a.delayed	(from https://www.merlionit.com/blog?s=regulariza%c3%a7%c3%a3o%20imobili%c3%a1ria)
11:27:48	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5b0056b.delayed	(from https://www.merlionit.com/blog?s=regulariza%c3%a7%c3%a3o%20imobili%c3%a1ria)
11:27:48	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1887336538	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.min1dc4.css	(from https://www.merlionit.com/blog?s=regulariza%c3%a7%c3%a3o%20imobili%c3%a1ria)
11:27:48	183622/183622	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:48%20GMT	https://www.merlionit.com/blog?s=transforma%C3%A7%C3%A3o%20digital	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blogd87f.html	(from https://www.merlionit.com/blog?s=transforma%c3%a7%c3%a3o%20digital)
11:27:48	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=838846138	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.min9499.css	(from https://www.merlionit.com/blog?s=transforma%c3%a7%c3%a3o%20digital)
11:27:48	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5b3fe2a.delayed	(from https://www.merlionit.com/blog?s=transforma%c3%a7%c3%a3o%20digital)
11:27:48	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5b4056b.delayed	(from https://www.merlionit.com/blog?s=transforma%c3%a7%c3%a3o%20digital)
11:27:49	181299/181299	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:49%20GMT	https://www.merlionit.com/blog?s=tecnologia%20no%20setor%20imobili%C3%A1rio	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blogd72a.html	(from https://www.merlionit.com/blog?s=tecnologia%20no%20setor%20imobili%c3%a1rio)
11:27:49	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1250462698	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.min7f51.css	(from https://www.merlionit.com/blog?s=tecnologia%20no%20setor%20imobili%c3%a1rio)
11:27:49	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5b7fe2a.delayed	(from https://www.merlionit.com/blog?s=tecnologia%20no%20setor%20imobili%c3%a1rio)
11:27:49	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5b8056b.delayed	(from https://www.merlionit.com/blog?s=tecnologia%20no%20setor%20imobili%c3%a1rio)
11:27:49	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5bafe2a.delayed	(from https://www.merlionit.com/blog?s=ferramentas%20digitais)
11:27:49	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5bb056b.delayed	(from https://www.merlionit.com/blog?s=ferramentas%20digitais)
11:27:49	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=491499852	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.minc4b7.css	(from https://www.merlionit.com/blog?s=ferramentas%20digitais)
11:27:50	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5bdfe2a.delayed	(from https://www.merlionit.com/blog?s=software%20bim)
11:27:50	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5be056b.delayed	(from https://www.merlionit.com/blog?s=software%20bim)
11:27:50	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1519482760	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.minb97e.css	(from https://www.merlionit.com/blog?s=software%20bim)
11:27:50	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5c0fe2a.delayed	(from https://www.merlionit.com/blog?s=software%20cad)
11:27:50	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5c1056b.delayed	(from https://www.merlionit.com/blog?s=software%20cad)
11:27:50	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1101967885	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.min16f6.css	(from https://www.merlionit.com/blog?s=software%20cad)
11:27:50	181299/181299	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:50%20GMT	https://www.merlionit.com/blog?s=blockchain%20no%20mercado%20imobili%C3%A1rio	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blog72ee.html	(from https://www.merlionit.com/blog?s=blockchain%20no%20mercado%20imobili%c3%a1rio)
11:27:50	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1707626	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.min253b.css	(from https://www.merlionit.com/blog?s=blockchain%20no%20mercado%20imobili%c3%a1rio)
11:27:51	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5c4fe2a.delayed	(from https://www.merlionit.com/blog?s=blockchain%20no%20mercado%20imobili%c3%a1rio)
11:27:51	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5c5056b.delayed	(from https://www.merlionit.com/blog?s=blockchain%20no%20mercado%20imobili%c3%a1rio)
11:27:51	181314/181314	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:51%20GMT	https://www.merlionit.com/blog?s=otimiza%C3%A7%C3%A3o%20de%20processos%20imobili%C3%A1rios	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blog17d7.html	(from https://www.merlionit.com/blog?s=otimiza%c3%a7%c3%a3o%20de%20processos%20imobili%c3%a1rios)
11:27:51	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=133527906	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.mina4e4.css	(from https://www.merlionit.com/blog?s=otimiza%c3%a7%c3%a3o%20de%20processos%20imobili%c3%a1rios)
11:27:51	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5c8fe2a.delayed	(from https://www.merlionit.com/blog?s=otimiza%c3%a7%c3%a3o%20de%20processos%20imobili%c3%a1rios)
11:27:51	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5c9056b.delayed	(from https://www.merlionit.com/blog?s=otimiza%c3%a7%c3%a3o%20de%20processos%20imobili%c3%a1rios)
11:27:51	181307/181307	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:52%20GMT	https://www.merlionit.com/blog?s=inova%C3%A7%C3%A3o%20no%20setor%20imobili%C3%A1rio	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blog9b19.html	(from https://www.merlionit.com/blog?s=inova%c3%a7%c3%a3o%20no%20setor%20imobili%c3%a1rio)
11:27:51	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=2026913383	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.min7c12.css	(from https://www.merlionit.com/blog?s=inova%c3%a7%c3%a3o%20no%20setor%20imobili%c3%a1rio)
11:27:52	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5ccfe2a.delayed	(from https://www.merlionit.com/blog?s=inova%c3%a7%c3%a3o%20no%20setor%20imobili%c3%a1rio)
11:27:52	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5cd056b.delayed	(from https://www.merlionit.com/blog?s=inova%c3%a7%c3%a3o%20no%20setor%20imobili%c3%a1rio)
11:27:52	181298/181298	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:52%20GMT	https://www.merlionit.com/blog?s=documenta%C3%A7%C3%A3o%20de%20im%C3%B3veis	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blog10a7.html	(from https://www.merlionit.com/blog?s=documenta%c3%a7%c3%a3o%20de%20im%c3%b3veis)
11:27:52	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1982091032	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.mineddf.css	(from https://www.merlionit.com/blog?s=documenta%c3%a7%c3%a3o%20de%20im%c3%b3veis)
11:27:52	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=pt-br&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5d0fe2a.delayed	(from https://www.merlionit.com/blog?s=documenta%c3%a7%c3%a3o%20de%20im%c3%b3veis)
11:27:52	0/-1	---M--	302	error ('')			https://www.merlionit.com/locale?locale=en&r=YmxvZw==	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale.5d1056b.delayed	(from https://www.merlionit.com/blog?s=documenta%c3%a7%c3%a3o%20de%20im%c3%b3veis)
11:27:53	181317/181317	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:27:53%20GMT	https://www.merlionit.com/blog?s=integra%C3%A7%C3%A3o%20com%20%C3%B3rg%C3%A3os%20p%C3%BAblicos	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blogad28.html	(from https://www.merlionit.com/blog?s=integra%c3%a7%c3%a3o%20com%20%c3%b3rg%c3%a3os%20p%c3%bablicos)
